type,repository_language,count_event,date
PushEvent,C#,3002,2014-03-15
WatchEvent,Ruby,1812,2014-03-15
CreateEvent,C,1313,2014-03-15
PushEvent,Matlab,230,2014-03-15
WatchEvent,Go,553,2014-03-15
WatchEvent,C++,771,2014-03-15
PushEvent,Objective-C,1858,2014-03-15
CreateEvent,CSS,858,2014-03-15
CreateEvent,Ruby,1429,2014-03-15
PushEvent,DM,45,2014-03-15
CreateEvent,Dart,12,2014-03-15
PushEvent,Haskell,577,2014-03-15
CreateEvent,Rust,24,2014-03-15
PushEvent,CoffeeScript,938,2014-03-15
WatchEvent,Shell,502,2014-03-15
CreateEvent,Haskell,54,2014-03-15
PushEvent,Perl,958,2014-03-15
PushEvent,Visual Basic,112,2014-03-15
WatchEvent,PHP,1339,2014-03-15
PushEvent,Dart,201,2014-03-15
CreateEvent,Lua,39,2014-03-15
WatchEvent,IDL,4,2014-03-15
CreateEvent,C++,671,2014-03-15
PushEvent,Emacs Lisp,559,2014-03-15
CreateEvent,JavaScript,2174,2014-03-15
WatchEvent,Clojure,134,2014-03-15
WatchEvent,Perl,103,2014-03-15
WatchEvent,Scala,163,2014-03-15
WatchEvent,Haskell,57,2014-03-15
CreateEvent,D,15,2014-03-15
PushEvent,Puppet,219,2014-03-15
WatchEvent,R,25,2014-03-15
CreateEvent,Shell,343,2014-03-15
WatchEvent,Eiffel,25,2014-03-15
PushEvent,Common Lisp,127,2014-03-15
CreateEvent,CoffeeScript,190,2014-03-15
PushEvent,Scala,699,2014-03-15
WatchEvent,Dart,21,2014-03-15
WatchEvent,TeX,32,2014-03-15
PushEvent,ActionScript,121,2014-03-15
PushEvent,Rust,195,2014-03-15
WatchEvent,CoffeeScript,293,2014-03-15
CreateEvent,Emacs Lisp,42,2014-03-15
PushEvent,R,450,2014-03-15
WatchEvent,VimL,256,2014-03-15
CreateEvent,Go,115,2014-03-15
PushEvent,Clojure,354,2014-03-15
CreateEvent,Brightscript,2,2014-03-15
PushEvent,XML,40,2014-03-15
PushEvent,PowerShell,114,2014-03-15
WatchEvent,Rust,34,2014-03-15
PushEvent,Ada,23,2014-03-15
PushEvent,Assembly,102,2014-03-15
CreateEvent,Perl,135,2014-03-15
WatchEvent,Erlang,47,2014-03-15
PushEvent,XSLT,94,2014-03-15
WatchEvent,C#,284,2014-03-15
PushEvent,Coq,9,2014-03-15
PushEvent,Groovy,238,2014-03-15
PushEvent,Verilog,82,2014-03-15
CreateEvent,Xtend,1,2014-03-15
CreateEvent,F#,12,2014-03-15
PushEvent,ASP,96,2014-03-15
PushEvent,F#,67,2014-03-15
CreateEvent,XSLT,9,2014-03-15
PushEvent,D,128,2014-03-15
WatchEvent,Emacs Lisp,100,2014-03-15
CreateEvent,Erlang,23,2014-03-15
WatchEvent,Assembly,26,2014-03-15
PushEvent,VHDL,59,2014-03-15
PushEvent,Erlang,178,2014-03-15
PushEvent,BlitzBasic,69,2014-03-15
PushEvent,Elixir,39,2014-03-15
WatchEvent,Arduino,44,2014-03-15
CreateEvent,Matlab,25,2014-03-15
WatchEvent,D,18,2014-03-15
CreateEvent,Scala,79,2014-03-15
WatchEvent,MoonScript,11,2014-03-15
PushEvent,Julia,110,2014-03-15
PushEvent,Tcl,23,2014-03-15
CreateEvent,TypeScript,42,2014-03-15
PushEvent,IDL,49,2014-03-15
PushEvent,Pascal,130,2014-03-15
WatchEvent,TypeScript,42,2014-03-15
WatchEvent,PowerShell,19,2014-03-15
PushEvent,JavaScript,26980,2014-02-05
PushEvent,PHP,13707,2014-02-05
PushEvent,Groovy,440,2014-02-05
PushEvent,Python,34099,2014-02-05
PushEvent,Ruby,13217,2014-02-05
PushEvent,Objective-C,2285,2014-02-05
PushEvent,,0,2014-02-05
CreateEvent,,0,2014-02-05
PushEvent,C#,3596,2014-02-05
PushEvent,CSS,12905,2014-02-05
WatchEvent,PHP,1697,2014-02-05
CreateEvent,Java,2130,2014-02-05
PushEvent,C,7438,2014-02-05
PushEvent,R,1056,2014-02-05
PushEvent,Scala,1048,2014-02-05
PushEvent,Racket,74,2014-02-05
CreateEvent,Scala,142,2014-02-05
WatchEvent,JavaScript,8199,2014-02-05
PushEvent,Go,1195,2014-02-05
PushEvent,Shell,5181,2014-02-05
PushEvent,C++,8991,2014-02-05
PushEvent,Java,18293,2014-02-05
PushEvent,Lua,689,2014-02-05
WatchEvent,Ruby,2248,2014-02-05
CreateEvent,Ruby,2159,2014-02-05
CreateEvent,Python,1601,2014-02-05
PushEvent,CoffeeScript,1014,2014-02-05
PushEvent,Puppet,468,2014-02-05
CreateEvent,Objective-C,347,2014-02-05
CreateEvent,Julia,18,2014-02-05
PushEvent,VimL,1425,2014-02-05
CreateEvent,C,972,2014-02-05
WatchEvent,Go,923,2014-02-05
WatchEvent,C,1161,2014-02-05
CreateEvent,JavaScript,3186,2014-02-05
PushEvent,TeX,1084,2014-02-05
WatchEvent,CSS,1760,2014-02-05
WatchEvent,Scala,226,2014-02-05
CreateEvent,Go,204,2014-02-05
WatchEvent,CoffeeScript,624,2014-02-05
WatchEvent,,0,2014-02-05
WatchEvent,C#,432,2014-02-05
PushEvent,Common Lisp,113,2014-02-05
WatchEvent,Objective-C,2085,2014-02-05
CreateEvent,C#,415,2014-02-05
PushEvent,Haskell,629,2014-02-05
CreateEvent,CSS,1045,2014-02-05
PushEvent,TypeScript,387,2014-02-05
PushEvent,F#,130,2014-02-05
CreateEvent,C++,903,2014-02-05
WatchEvent,C++,794,2014-02-05
WatchEvent,LiveScript,8,2014-02-05
WatchEvent,Python,2360,2014-02-05
PushEvent,PowerShell,164,2014-02-05
CreateEvent,Lua,37,2014-02-05
PushEvent,Matlab,342,2014-02-05
PushEvent,Emacs Lisp,780,2014-02-05
PushEvent,ColdFusion,42,2014-02-05
WatchEvent,Shell,684,2014-02-05
PushEvent,Pascal,113,2014-02-05
PushEvent,Clojure,565,2014-02-05
WatchEvent,Java,2062,2014-02-05
WatchEvent,VimL,279,2014-02-05
CreateEvent,Erlang,80,2014-02-05
PushEvent,Rust,219,2014-02-05
PushEvent,Processing,93,2014-02-05
CreateEvent,PHP,1638,2014-02-05
CreateEvent,Shell,468,2014-02-05
PushEvent,XSLT,200,2014-02-05
PushEvent,ASP,117,2014-02-05
CreateEvent,R,71,2014-02-05
PushEvent,VHDL,82,2014-02-05
CreateEvent,VimL,64,2014-02-05
PushEvent,ActionScript,194,2014-02-05
PushEvent,Coq,29,2014-02-05
PushEvent,Perl6,5,2014-02-05
PushEvent,Erlang,310,2014-02-05
PushEvent,Dylan,9,2014-02-05
PushEvent,Perl,1367,2014-02-05
CreateEvent,Perl,163,2014-02-05
PushEvent,Dart,221,2014-02-05
PushEvent,Scheme,124,2014-02-05
CreateEvent,Haxe,4,2014-02-05
PushEvent,OpenEdge ABL,25,2014-02-05
WatchEvent,Assembly,86,2014-02-05
PushEvent,D,199,2014-02-05
WatchEvent,PowerShell,10,2014-02-05
WatchEvent,Lua,68,2014-02-05
WatchEvent,Emacs Lisp,88,2014-02-05
PushEvent,Verilog,36,2014-02-05
WatchEvent,Clojure,230,2014-02-05
WatchEvent,TypeScript,64,2014-02-05
CreateEvent,DM,21,2014-02-05
WatchEvent,Matlab,18,2014-02-05
CreateEvent,Haskell,65,2014-02-05
WatchEvent,Erlang,111,2014-02-05
CreateEvent,ASP,9,2014-02-05
PushEvent,Haxe,74,2014-02-05
WatchEvent,TeX,26,2014-02-05
PushEvent,IDL,80,2014-02-05
PushEvent,XML,49,2014-02-05
PushEvent,M,10,2014-02-05
PushEvent,Arduino,181,2014-02-05
WatchEvent,D,12,2014-02-05
PushEvent,CLIPS,3,2014-02-05
WatchEvent,HaXe,4,2014-02-05
PushEvent,Assembly,156,2014-02-05
WatchEvent,OCaml,21,2014-02-05
CreateEvent,OCaml,23,2014-02-05
PushEvent,Visual Basic,130,2014-02-05
CreateEvent,Arduino,19,2014-02-05
WatchEvent,Perl,113,2014-02-05
PushEvent,OCaml,175,2014-02-05
WatchEvent,R,57,2014-02-05
CreateEvent,TypeScript,82,2014-02-05
CreateEvent,Emacs Lisp,66,2014-02-05
PushEvent,HaXe,4,2014-02-05
PushEvent,BlitzBasic,49,2014-02-05
CreateEvent,Puppet,86,2014-02-05
WatchEvent,Dart,41,2014-02-05
PushEvent,Julia,128,2014-02-05
CreateEvent,Dart,43,2014-02-05
PushEvent,Brightscript,22,2014-02-05
WatchEvent,Rust,14,2014-02-05
CreateEvent,TeX,42,2014-02-05
CreateEvent,CoffeeScript,156,2014-02-05
CreateEvent,Clojure,71,2014-02-05
WatchEvent,Haskell,79,2014-02-05
WatchEvent,Puppet,43,2014-02-05
PushEvent,Tcl,58,2014-02-05
WatchEvent,Julia,55,2014-02-05
PushEvent,FORTRAN,106,2014-02-05
CreateEvent,Rust,28,2014-02-05
PushEvent,DM,47,2014-02-05
WatchEvent,Awk,1,2014-02-05
PushEvent,Elixir,74,2014-02-05
WatchEvent,Elixir,25,2014-02-05
WatchEvent,Groovy,44,2014-02-05
PushEvent,Kotlin,5,2014-02-05
PushEvent,Go,1093,2014-03-02
PushEvent,TeX,1114,2014-03-02
PushEvent,Java,15459,2014-03-02
PushEvent,JavaScript,21971,2014-03-02
PushEvent,CSS,10664,2014-03-02
WatchEvent,Objective-C,1542,2014-03-02
PushEvent,TypeScript,303,2014-03-02
CreateEvent,PHP,1090,2014-03-02
WatchEvent,C#,325,2014-03-02
CreateEvent,Perl,150,2014-03-02
CreateEvent,,0,2014-03-02
WatchEvent,Ruby,1950,2014-03-02
PushEvent,Ruby,9054,2014-03-02
PushEvent,Shell,4147,2014-03-02
WatchEvent,JavaScript,5970,2014-03-02
PushEvent,C,6892,2014-03-02
PushEvent,Python,12061,2014-03-02
PushEvent,Objective-C,2332,2014-03-02
PushEvent,VimL,1304,2014-03-02
PushEvent,C++,7109,2014-03-02
WatchEvent,Shell,454,2014-03-02
PushEvent,OCaml,217,2014-03-02
PushEvent,,0,2014-03-02
CreateEvent,Scala,119,2014-03-02
PushEvent,Rust,154,2014-03-02
PushEvent,C#,3214,2014-03-02
CreateEvent,C#,401,2014-03-02
CreateEvent,CoffeeScript,210,2014-03-02
CreateEvent,Ruby,1496,2014-03-02
WatchEvent,Python,1871,2014-03-02
PushEvent,CoffeeScript,926,2014-03-02
PushEvent,Perl,1058,2014-03-02
PushEvent,PHP,9960,2014-03-02
CreateEvent,Java,1621,2014-03-02
WatchEvent,PHP,1086,2014-03-02
PushEvent,Dart,184,2014-03-02
CreateEvent,CSS,894,2014-03-02
CreateEvent,Lua,76,2014-03-02
CreateEvent,C,1451,2014-03-02
PushEvent,R,472,2014-03-02
CreateEvent,JavaScript,2411,2014-03-02
PushEvent,Verilog,22,2014-03-02
CreateEvent,Python,1131,2014-03-02
WatchEvent,Go,385,2014-03-02
PushEvent,Clojure,515,2014-03-02
CreateEvent,C++,732,2014-03-02
PushEvent,Lua,581,2014-03-02
PushEvent,DM,112,2014-03-02
PushEvent,D,132,2014-03-02
WatchEvent,Clojure,180,2014-03-02
PushEvent,Haskell,578,2014-03-02
WatchEvent,C,1110,2014-03-02
WatchEvent,Java,1501,2014-03-02
PushEvent,Vala,37,2014-03-02
PushEvent,Puppet,274,2014-03-02
PushEvent,Julia,275,2014-03-02
WatchEvent,,0,2014-03-02
WatchEvent,CoffeeScript,577,2014-03-02
WatchEvent,Emacs Lisp,117,2014-03-02
WatchEvent,Scala,210,2014-03-02
CreateEvent,Puppet,36,2014-03-02
CreateEvent,Objective-C,426,2014-03-02
WatchEvent,CSS,1233,2014-03-02
WatchEvent,C++,740,2014-03-02
CreateEvent,D,19,2014-03-02
WatchEvent,Lua,90,2014-03-02
CreateEvent,Shell,353,2014-03-02
PushEvent,Groovy,280,2014-03-02
CreateEvent,Common Lisp,32,2014-03-02
CreateEvent,XSLT,9,2014-03-02
PushEvent,BlitzBasic,45,2014-03-02
PushEvent,VHDL,52,2014-03-02
PushEvent,Scala,894,2014-03-02
PushEvent,Emacs Lisp,654,2014-03-02
CreateEvent,R,18,2014-03-02
WatchEvent,Assembly,10,2014-03-02
PushEvent,Arduino,237,2014-03-02
PushEvent,Common Lisp,118,2014-03-02
CreateEvent,DM,20,2014-03-02
WatchEvent,Tcl,2,2014-03-02
PushEvent,ColdFusion,11,2014-03-02
WatchEvent,VimL,321,2014-03-02
PushEvent,Brightscript,12,2014-03-02
PushEvent,Processing,83,2014-03-02
WatchEvent,Haskell,98,2014-03-02
PushEvent,XML,33,2014-03-02
CreateEvent,Haskell,72,2014-03-02
PushEvent,Elixir,61,2014-03-02
WatchEvent,TeX,35,2014-03-02
PushEvent,Max,19,2014-03-02
CreateEvent,TeX,67,2014-03-02
PushEvent,Erlang,262,2014-03-02
CreateEvent,VimL,87,2014-03-02
WatchEvent,Arduino,44,2014-03-02
CreateEvent,Emacs Lisp,38,2014-03-02
CreateEvent,Julia,24,2014-03-02
PushEvent,Matlab,261,2014-03-02
PushEvent,CLIPS,4,2014-03-02
WatchEvent,Vala,11,2014-03-02
WatchEvent,Julia,15,2014-03-02
CreateEvent,Rust,25,2014-03-02
PushEvent,ActionScript,262,2014-03-02
PushEvent,XSLT,68,2014-03-02
PushEvent,Scheme,71,2014-03-02
PushEvent,F#,117,2014-03-02
CreateEvent,Clojure,39,2014-03-02
WatchEvent,Groovy,22,2014-03-02
WatchEvent,Perl,138,2014-03-02
PushEvent,IDL,48,2014-03-02
WatchEvent,Erlang,49,2014-03-02
WatchEvent,OCaml,14,2014-03-02
CreateEvent,Matlab,13,2014-03-02
WatchEvent,Pure Data,3,2014-03-02
CreateEvent,F#,16,2014-03-02
PushEvent,Assembly,128,2014-03-02
PushEvent,ASP,62,2014-03-02
WatchEvent,Dart,25,2014-03-02
WatchEvent,Processing,3,2014-03-02
PushEvent,Coq,25,2014-03-02
PushEvent,Tcl,7,2014-03-02
PushEvent,Agda,9,2014-03-02
PushEvent,PowerShell,75,2014-03-02
PushEvent,FORTRAN,39,2014-03-02
WatchEvent,CSS,2062,2014-03-03
CreateEvent,Python,1833,2014-03-03
PushEvent,CSS,16125,2014-03-03
CreateEvent,,0,2014-03-03
PushEvent,Java,21130,2014-03-03
PushEvent,C,8222,2014-03-03
PushEvent,Python,16475,2014-03-03
PushEvent,Ruby,13193,2014-03-03
PushEvent,R,837,2014-03-03
CreateEvent,Go,119,2014-03-03
WatchEvent,Objective-C,2981,2014-03-03
PushEvent,JavaScript,30401,2014-03-03
PushEvent,,0,2014-03-03
PushEvent,C++,9335,2014-03-03
PushEvent,Shell,5353,2014-03-03
CreateEvent,Shell,426,2014-03-03
PushEvent,TypeScript,431,2014-03-03
CreateEvent,Java,2563,2014-03-03
PushEvent,Objective-C,3196,2014-03-03
PushEvent,Julia,226,2014-03-03
WatchEvent,JavaScript,8946,2014-03-03
PushEvent,Perl,1577,2014-03-03
PushEvent,PHP,14128,2014-03-03
CreateEvent,PHP,1717,2014-03-03
CreateEvent,JavaScript,3522,2014-03-03
WatchEvent,C++,873,2014-03-03
WatchEvent,Java,2598,2014-03-03
WatchEvent,Python,2930,2014-03-03
WatchEvent,PowerShell,18,2014-03-03
WatchEvent,PHP,1689,2014-03-03
PushEvent,C#,4018,2014-03-03
PushEvent,TeX,1441,2014-03-03
PushEvent,D,203,2014-03-03
CreateEvent,Ruby,2432,2014-03-03
WatchEvent,C#,456,2014-03-03
CreateEvent,C,1655,2014-03-03
PushEvent,Arc,2,2014-03-03
CreateEvent,CSS,1257,2014-03-03
CreateEvent,Dart,31,2014-03-03
WatchEvent,Haxe,11,2014-03-03
PushEvent,DM,93,2014-03-03
PushEvent,Go,1311,2014-03-03
WatchEvent,,0,2014-03-03
PushEvent,ASP,125,2014-03-03
WatchEvent,R,50,2014-03-03
WatchEvent,C,1400,2014-03-03
CreateEvent,C++,966,2014-03-03
PushEvent,CoffeeScript,1311,2014-03-03
PushEvent,Matlab,381,2014-03-03
PushEvent,Common Lisp,199,2014-03-03
PushEvent,Haskell,671,2014-03-03
PushEvent,Rust,162,2014-03-03
WatchEvent,Ruby,2561,2014-03-03
PushEvent,VimL,1673,2014-03-03
WatchEvent,Scala,356,2014-03-03
WatchEvent,TypeScript,57,2014-03-03
PushEvent,Puppet,463,2014-03-03
WatchEvent,VimL,295,2014-03-03
PushEvent,Scala,1000,2014-03-03
PushEvent,Haxe,132,2014-03-03
PushEvent,F#,96,2014-03-03
CreateEvent,Scala,182,2014-03-03
PushEvent,PowerShell,136,2014-03-03
PushEvent,Emacs Lisp,857,2014-03-03
WatchEvent,CoffeeScript,716,2014-03-03
CreateEvent,Objective-C,544,2014-03-03
WatchEvent,Shell,675,2014-03-03
PushEvent,Arduino,285,2014-03-03
WatchEvent,Apex,4,2014-03-03
WatchEvent,Go,594,2014-03-03
PushEvent,Processing,139,2014-03-03
PushEvent,Lua,625,2014-03-03
CreateEvent,TypeScript,42,2014-03-03
PushEvent,Erlang,370,2014-03-03
WatchEvent,AutoHotkey,14,2014-03-03
CreateEvent,Julia,25,2014-03-03
CreateEvent,Perl,196,2014-03-03
CreateEvent,CoffeeScript,287,2014-03-03
CreateEvent,PowerShell,16,2014-03-03
PushEvent,Clean,8,2014-03-03
PushEvent,Clojure,465,2014-03-03
WatchEvent,Puppet,34,2014-03-03
WatchEvent,Perl,278,2014-03-03
CreateEvent,VimL,69,2014-03-03
WatchEvent,Emacs Lisp,116,2014-03-03
PushEvent,Groovy,381,2014-03-03
CreateEvent,Pascal,6,2014-03-03
WatchEvent,Clojure,213,2014-03-03
PushEvent,Assembly,194,2014-03-03
CreateEvent,D,21,2014-03-03
PushEvent,Vala,55,2014-03-03
CreateEvent,C#,456,2014-03-03
WatchEvent,Matlab,21,2014-03-03
CreateEvent,Coq,2,2014-03-03
PushEvent,Dart,242,2014-03-03
PushEvent,XML,23,2014-03-03
CreateEvent,Clojure,68,2014-03-03
WatchEvent,Groovy,46,2014-03-03
PushEvent,VHDL,72,2014-03-03
CreateEvent,Assembly,15,2014-03-03
PushEvent,CLIPS,4,2014-03-03
PushEvent,Slash,7,2014-03-03
PushEvent,ActionScript,347,2014-03-03
WatchEvent,TeX,51,2014-03-03
CreateEvent,Haxe,19,2014-03-03
CreateEvent,Arduino,26,2014-03-03
PushEvent,Visual Basic,145,2014-03-03
WatchEvent,Lua,106,2014-03-03
PushEvent,XSLT,208,2014-03-03
PushEvent,Verilog,39,2014-03-03
PushEvent,nesC,64,2014-03-03
WatchEvent,ActionScript,34,2014-03-03
WatchEvent,Rust,25,2014-03-03
WatchEvent,Assembly,22,2014-03-03
CreateEvent,DM,16,2014-03-03
CreateEvent,ASP,12,2014-03-03
CreateEvent,Haskell,66,2014-03-03
CreateEvent,TeX,89,2014-03-03
CreateEvent,Logos,4,2014-03-03
CreateEvent,Elixir,10,2014-03-03
PushEvent,Logos,25,2014-03-03
WatchEvent,Haskell,110,2014-03-03
PushEvent,M,14,2014-03-03
PushEvent,Elixir,53,2014-03-03
PushEvent,Standard ML,98,2014-03-03
PushEvent,Ragel in Ruby Host,1,2014-03-03
WatchEvent,Elixir,21,2014-03-03
WatchEvent,Erlang,83,2014-03-03
PushEvent,Scheme,76,2014-03-03
PushEvent,Pascal,103,2014-03-03
CreateEvent,Visual Basic,20,2014-03-03
PushEvent,Apex,41,2014-03-03
CreateEvent,R,51,2014-03-03
CreateEvent,Processing,19,2014-03-03
WatchEvent,Arduino,26,2014-03-03
CreateEvent,Rust,23,2014-03-03
CreateEvent,Groovy,78,2014-03-03
CreateEvent,Erlang,68,2014-03-03
WatchEvent,Dart,32,2014-03-03
WatchEvent,Common Lisp,22,2014-03-03
CreateEvent,Emacs Lisp,63,2014-03-03
PushEvent,HaXe,3,2014-03-03
PushEvent,FORTRAN,106,2014-03-03
PushEvent,CSS,13370,2014-02-07
PushEvent,,0,2014-02-07
PushEvent,PHP,13098,2014-02-07
PushEvent,Python,34696,2014-02-07
WatchEvent,Scala,236,2014-02-07
PushEvent,C++,8438,2014-02-07
PushEvent,C#,3755,2014-02-07
PushEvent,Objective-C,2613,2014-02-07
PushEvent,JavaScript,27135,2014-02-07
PushEvent,Java,18451,2014-02-07
WatchEvent,JavaScript,8662,2014-02-07
WatchEvent,CSS,2043,2014-02-07
WatchEvent,Objective-C,2741,2014-02-07
PushEvent,Shell,4978,2014-02-07
CreateEvent,Scala,153,2014-02-07
PushEvent,Clojure,541,2014-02-07
CreateEvent,C,1016,2014-02-07
WatchEvent,C,1391,2014-02-07
PushEvent,Ruby,13000,2014-02-07
CreateEvent,JavaScript,2977,2014-02-07
PushEvent,Processing,107,2014-02-07
WatchEvent,,0,2014-02-07
PushEvent,C,7385,2014-02-07
CreateEvent,Julia,26,2014-02-07
WatchEvent,CoffeeScript,470,2014-02-07
CreateEvent,PHP,1606,2014-02-07
WatchEvent,VimL,345,2014-02-07
PushEvent,R,852,2014-02-07
PushEvent,TeX,1129,2014-02-07
PushEvent,Dart,142,2014-02-07
CreateEvent,Shell,414,2014-02-07
PushEvent,ColdFusion,62,2014-02-07
CreateEvent,Objective-C,350,2014-02-07
CreateEvent,,0,2014-02-07
PushEvent,CoffeeScript,1038,2014-02-07
CreateEvent,Ruby,2238,2014-02-07
WatchEvent,PHP,1535,2014-02-07
WatchEvent,Go,1016,2014-02-07
PushEvent,Groovy,296,2014-02-07
PushEvent,VimL,1249,2014-02-07
PushEvent,Perl,1293,2014-02-07
WatchEvent,Python,2434,2014-02-07
WatchEvent,Shell,760,2014-02-07
CreateEvent,Java,2195,2014-02-07
PushEvent,Scala,1032,2014-02-07
PushEvent,Lua,687,2014-02-07
WatchEvent,C#,405,2014-02-07
WatchEvent,C++,832,2014-02-07
PushEvent,Go,1199,2014-02-07
PushEvent,OCaml,184,2014-02-07
WatchEvent,Ruby,2360,2014-02-07
CreateEvent,CSS,962,2014-02-07
WatchEvent,Java,1991,2014-02-07
WatchEvent,Clojure,301,2014-02-07
PushEvent,Common Lisp,107,2014-02-07
PushEvent,Julia,167,2014-02-07
WatchEvent,Haskell,102,2014-02-07
PushEvent,XQuery,17,2014-02-07
CreateEvent,C++,916,2014-02-07
PushEvent,Arduino,247,2014-02-07
PushEvent,Haskell,581,2014-02-07
WatchEvent,Pure Data,3,2014-02-07
PushEvent,Racket,68,2014-02-07
CreateEvent,C#,619,2014-02-07
CreateEvent,Go,217,2014-02-07
WatchEvent,Perl,272,2014-02-07
CreateEvent,VHDL,13,2014-02-07
WatchEvent,Matlab,12,2014-02-07
CreateEvent,Python,1625,2014-02-07
PushEvent,Erlang,258,2014-02-07
PushEvent,Visual Basic,212,2014-02-07
PushEvent,FORTRAN,124,2014-02-07
PushEvent,Pascal,112,2014-02-07
WatchEvent,Rust,20,2014-02-07
PushEvent,AutoIt,49,2014-02-07
PushEvent,VHDL,125,2014-02-07
CreateEvent,Lua,72,2014-02-07
PushEvent,Haxe,106,2014-02-07
WatchEvent,TeX,33,2014-02-07
CreateEvent,R,26,2014-02-07
CreateEvent,XSLT,8,2014-02-07
PushEvent,Emacs Lisp,597,2014-02-07
PushEvent,D,231,2014-02-07
PushEvent,Assembly,157,2014-02-07
WatchEvent,OCaml,27,2014-02-07
PushEvent,Nimrod,3,2014-02-07
PushEvent,Matlab,400,2014-02-07
CreateEvent,Clojure,80,2014-02-07
PushEvent,Objective-J,12,2014-02-07
WatchEvent,ActionScript,51,2014-02-07
CreateEvent,Perl,185,2014-02-07
PushEvent,Rust,294,2014-02-07
PushEvent,Puppet,416,2014-02-07
PushEvent,AppleScript,29,2014-02-07
WatchEvent,Puppet,37,2014-02-07
PushEvent,IDL,83,2014-02-07
PushEvent,TypeScript,411,2014-02-07
WatchEvent,Lua,44,2014-02-07
CreateEvent,Erlang,44,2014-02-07
PushEvent,ASP,434,2014-02-07
WatchEvent,Assembly,39,2014-02-07
PushEvent,XSLT,171,2014-02-07
WatchEvent,TypeScript,48,2014-02-07
PushEvent,ActionScript,195,2014-02-07
PushEvent,Logtalk,10,2014-02-07
WatchEvent,Visual Basic,14,2014-02-07
CreateEvent,M,3,2014-02-07
CreateEvent,nesC,16,2014-02-07
WatchEvent,Julia,23,2014-02-07
PushEvent,F#,91,2014-02-07
PushEvent,Elm,12,2014-02-07
CreateEvent,Standard ML,2,2014-02-07
WatchEvent,Prolog,3,2014-02-07
PushEvent,Verilog,40,2014-02-07
PushEvent,nesC,48,2014-02-07
PushEvent,Standard ML,30,2014-02-07
PushEvent,DM,80,2014-02-07
WatchEvent,Processing,14,2014-02-07
CreateEvent,VimL,51,2014-02-07
CreateEvent,Processing,20,2014-02-07
WatchEvent,Tcl,2,2014-02-07
PushEvent,AutoHotkey,57,2014-02-07
WatchEvent,Common Lisp,25,2014-02-07
CreateEvent,CoffeeScript,147,2014-02-07
PushEvent,BlitzBasic,31,2014-02-07
WatchEvent,Dart,31,2014-02-07
CreateEvent,Rust,33,2014-02-07
PushEvent,Nemerle,2,2014-02-07
CreateEvent,Scheme,3,2014-02-07
PushEvent,Scheme,102,2014-02-07
CreateEvent,ColdFusion,7,2014-02-07
CreateEvent,Puppet,67,2014-02-07
PushEvent,PowerShell,148,2014-02-07
CreateEvent,Groovy,24,2014-02-07
PushEvent,Smalltalk,21,2014-02-07
PushEvent,Coq,36,2014-02-07
CreateEvent,TeX,29,2014-02-07
CreateEvent,Assembly,18,2014-02-07
CreateEvent,Arduino,21,2014-02-07
CreateEvent,FORTRAN,10,2014-02-07
CreateEvent,Haskell,53,2014-02-07
CreateEvent,DM,9,2014-02-07
PushEvent,Lasso,31,2014-02-07
PushEvent,XML,31,2014-02-07
PushEvent,,0,2014-03-06
PushEvent,Python,17116,2014-03-06
PushEvent,C#,4384,2014-03-06
WatchEvent,Python,3045,2014-03-06
PushEvent,BlitzBasic,52,2014-03-06
CreateEvent,,0,2014-03-06
PushEvent,CSS,15011,2014-03-06
PushEvent,JavaScript,34053,2014-03-06
PushEvent,C,8373,2014-03-06
PushEvent,Scala,1017,2014-03-06
PushEvent,VimL,1421,2014-03-06
PushEvent,CoffeeScript,1561,2014-03-06
PushEvent,PHP,14848,2014-03-06
PushEvent,Objective-C,3011,2014-03-06
PushEvent,Standard ML,145,2014-03-06
PushEvent,Shell,5351,2014-03-06
WatchEvent,,0,2014-03-06
CreateEvent,Java,2748,2014-03-06
PushEvent,Java,23326,2014-03-06
PushEvent,Matlab,428,2014-03-06
CreateEvent,Ruby,2388,2014-03-06
PushEvent,Arduino,253,2014-03-06
PushEvent,Scheme,93,2014-03-06
CreateEvent,PHP,2192,2014-03-06
WatchEvent,JavaScript,9720,2014-03-06
PushEvent,C++,10285,2014-03-06
WatchEvent,C++,974,2014-03-06
PushEvent,Perl,1567,2014-03-06
WatchEvent,PHP,1878,2014-03-06
PushEvent,TypeScript,381,2014-03-06
WatchEvent,CSS,1997,2014-03-06
WatchEvent,Erlang,103,2014-03-06
PushEvent,Ruby,13924,2014-03-06
CreateEvent,JavaScript,3859,2014-03-06
WatchEvent,PowerShell,20,2014-03-06
WatchEvent,C,1892,2014-03-06
PushEvent,D,182,2014-03-06
WatchEvent,Java,2554,2014-03-06
CreateEvent,C,1678,2014-03-06
CreateEvent,C#,508,2014-03-06
PushEvent,TeX,1544,2014-03-06
WatchEvent,Objective-C,3331,2014-03-06
CreateEvent,Python,1894,2014-03-06
PushEvent,ActionScript,221,2014-03-06
PushEvent,Lua,558,2014-03-06
PushEvent,Haskell,699,2014-03-06
CreateEvent,Kotlin,10,2014-03-06
WatchEvent,Ruby,2836,2014-03-06
PushEvent,OCaml,268,2014-03-06
CreateEvent,Objective-C,506,2014-03-06
CreateEvent,Scala,186,2014-03-06
PushEvent,F#,116,2014-03-06
CreateEvent,CSS,1273,2014-03-06
PushEvent,XSLT,199,2014-03-06
